Gene	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	Bcells.var	CAFs.var	CD4_Tcells.var	CD8_Tcells.var	Endothelial.var	Macrophages.var	NKcells.var
NUDT11	0.29064	21.27	4.3643	2.3176	0	0	8.3422	2.2885	31.504	56.06	41.06	0	0	46.448
NUDT12	0	0.05375	0	0.33176	0	0	0	0	0.15203	0	7.5882	0	0	0
NUDT13	0.080799	0.13125	7.3892	2.1399	0	1.8956	7.2999	0.63622	0.37124	67.153	26.049	0	11.781	40.644
NUDT14	4.4394	83.265	35.865	33.762	79.441	33.453	8.6422	34.956	235.51	134.99	156.74	118.08	79.977	35.682
NUDT15	16.802	68.293	12.793	17.64	9.0182	3.9803	15.781	52.722	144.38	35.565	66.176	29.91	7.1725	57.267
NUDT16	14.995	7.8699	19.429	13.231	4.9664	20.695	20.894	72.452	15.12	121.88	67.542	12.739	37.475	64.945
NUDT16L1	29.065	11.501	61.077	104.45	4.8763	24.514	61.318	121.78	32.53	332.41	323.14	16.173	71.306	192.1
NUDT16P1	10.579	0.083749	5.1622	2.5379	0	12.436	19.151	72.065	0.23688	35.908	8.9043	0	86.314	85.795
NUDT17	0	0	4.586	3.085	0	1.3795	0	0	0	55.157	26.496	0	11.673	0
NUDT18	2.5119	0	8.9482	7.8644	8.6661	2.9973	3.3444	19.779	0	71.38	65.554	28.742	17.495	18.621
NUDT19	34.875	14.782	54.963	69.731	33.366	44.615	60.743	62.813	16.359	98.315	146.14	41.196	63.653	121.44
NUDT2	28.587	23.652	39.63	30.68	67.527	28.91	0	125.9	66.899	159.66	139.05	133.05	121.94	0
NUDT21	37.734	16	26.024	61.672	15.176	13.965	83.548	87.782	30.917	81.454	131.3	24.931	36.852	175.61
NUDT22	79.615	150.09	84.724	116.72	49.755	63.715	193.66	254.64	189.76	224.14	289.84	110.96	147.29	414.29
NUDT3	1.3172	0.5425	3.1875	3.7923	0	4.815	9.6452	7.2834	1.5344	24.189	19.214	0	15.624	37.783
NUDT4	4.6457	0.17625	2.9893	7.1017	0	1.1957	0.29678	25.694	0.49851	25.282	35.209	0	9.2491	0.9277
NUDT4P1	19.382	22.358	22.884	36.612	21.259	8.3794	23.139	82.439	36.925	75.229	114.22	23.294	21.909	52.196
NUDT5	38.306	27.99	139.13	99.103	69.874	40.967	50.967	91.753	41.698	305.16	238.83	84.073	146.98	145.5
NUDT6	3.9141	0	2.0089	4.749	0	4.3125	0	30.82	0	23.749	39.894	0	22.697	0
NUDT7	1.6863	15.169	10.074	20.282	17.795	2.185	1.35	5.8208	29.981	114.49	119.3	59.02	10.687	4.9174
NUDT8	6.6435	0	1.1899	12.406	19.165	0.81405	0	52.311	0	15.284	92.386	53.009	7.3715	0
NUDT9	21.802	18.766	25.395	27.9	55.899	15.466	21.374	52.318	22.659	63.371	59.678	100.19	33.711	52.712
NUDT9P1	0	0	0.81747	1.3141	0	0	0	0	0	10.501	24.909	0	0	0
NUF2	19.014	0	4.6352	5.3442	0	2.1531	0	132.15	0	40.74	40.812	0	18.99	0
NUFIP1	2.6342	7.5039	4.6009	8.8831	0.31181	1.1384	1.252	20.742	21.224	42.723	60.056	1.0342	4.9516	6.9708
NUFIP2	8.4618	9.0039	12.437	17.754	2.6754	12.291	21.712	23.917	8.6962	30.511	41.898	5.7547	21.195	60.73
NUGGC	15.959	6.3163	13.251	19.593	8.1611	5.0365	12.775	31.907	8.297	18.012	42.691	6.2844	5.3563	14.3
NUMA1	32.181	31.411	46.94	48.086	48.441	17.548	26.757	79.673	48.707	110.14	109.23	47.345	33.726	64.746
NUMB	48.907	31.236	37.721	47.986	82.065	69.497	3.476	103.43	29.743	127.44	134.33	167.48	97.458	12.331
NUMBL	1.4375	11.501	1.7703	2.2124	3.1747	0.8811	1.1268	2.572	12.913	3.9984	9.7355	6.0484	2.2663	3.4631
NUP107	74.738	50.795	57.653	53.966	12.282	4.3361	100.47	194.01	87.787	195.79	161.43	28.538	23.811	291.83
NUP133	18.188	44.464	9.624	25.789	12.955	12.24	14.747	91.226	86.487	33.727	111.67	19.418	45.352	47.293
NUP153	18.544	3.9112	15.698	17.629	6.5209	4.4739	22.761	86.622	8.3868	43.592	54.658	17.665	22.115	49.458
NUP155	8.7778	1.0488	10.893	7.0662	5.2946	6.1048	51.802	65.422	2.9663	50.947	45.903	17.56	29.707	193.11
NUP160	30.088	25.453	22.938	24.794	65.948	11.073	32.966	68.633	46.392	77.771	84.009	124.32	39.31	122.28
NUP188	16.837	16.098	31.067	37.278	38.334	17.628	25.257	55.095	22.528	93.128	106.49	69.926	52.105	103.96
NUP205	2.7982	0	12.756	18.76	12.906	5.2872	23.004	14.797	0	43.819	70.974	21.515	21.679	71.398
NUP210	85.333	0	58.491	62.792	0	5.1064	64.91	170.24	0	107.6	131.18	0	18.881	99.029
NUP210L	0.013547	0	0.27757	0.31293	0	0.049511	0	0.10667	0	1.4609	2.6164	0	0.37295	0
NUP210P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP214	28.162	21.598	21.579	28.824	23.263	13.522	11.964	65.226	34.57	64.192	69.193	32.46	20.5	34.28
NUP35	0.65476	40.039	21.157	45.972	83.884	8.7469	31.803	4.5514	87.351	108.68	193.49	237.82	38.759	177.07
NUP37	36.861	27.585	21.411	35.023	20.866	20.813	12.231	167	48.609	134.2	157.81	29.053	151.26	68.097
NUP43	25.166	6.0437	32.74	38.635	15.677	11.94	25.379	46.543	5.1455	66.728	73.301	24.071	17.546	31.204
NUP50	29.655	13.671	59.107	45.168	13.403	19.057	22.066	65.015	21.282	121.71	140.1	18.471	39.817	46.032
NUP54	13.397	31.878	16.763	26.748	16.621	15.786	33.564	61.647	49.126	79.621	113.6	44.123	45.46	167.4
NUP62	52.504	92.462	66.75	50.901	108.76	54.576	47.753	122.39	245.13	148.31	140.44	110.25	88.05	148.61
NUP62CL	0	0	0.28958	1.898	0	14.103	0	0	0	3.7198	35.734	0	127.71	0
NUP85	13.238	19.797	34.414	50.689	5.2609	26.17	86.148	44.961	36.779	102.17	173.72	11.726	80.6	273.06
NUP88	165.69	8.5189	68.008	92.092	19.171	12.314	53.044	400.14	23.694	200.39	248.66	44.85	45.381	149.07
NUP93	59.715	70.827	43.584	70.258	73.834	30.244	44.255	179.65	118.41	185.1	209.78	139.44	77.68	116.6
NUP98	30.609	44.221	67.13	65.794	54.277	33.337	53.036	81.383	25.129	136.18	147.85	71.969	78.925	125.36
NUPL1	16.029	19.084	22.033	24.176	24.484	19.402	25.094	47.127	48.216	67.059	75.644	50.824	39.499	61.46
NUPL2	28.002	20.576	20.155	32.982	32.824	19.298	21.861	87.66	42.531	95.999	117.1	54.632	66.863	120.76
NUPR1	0.22611	258.36	2.9899	5.8893	59.581	306.83	0	1.7804	268.21	36.255	38.439	129.94	731.55	0
NUPR1L	1.7825	0	0	0.32466	0	0	0	11.431	0	0	3.9761	0	0	0
NUS1	9.4069	16.663	5.0366	10.038	1.7745	8.7229	0.79038	58.334	46.167	29.905	60.24	5.7248	42.604	4.2888
NUSAP1	32.496	20.935	15.327	24.45	0.4391	8.0215	0.28097	168.94	47.62	78.437	107.23	1.4563	53.167	1.4972
NUTF2	103.08	167.7	148.24	123.01	241.92	110.41	76.085	261.94	182.3	279.18	282.07	405.23	235.32	167.53
NVL	5.7734	20.03	43.911	34.278	3.371	7.7344	0.48841	24.945	51.83	169.67	139.77	8.07	30.672	2.7193
NWD1	6.1116	1.4375	7.0518	8.845	5.3273	2.9718	7.763	5.3023	2.6517	10.133	10.619	6.0096	3.7858	6.8188
NXF1	70.667	170.86	95.695	146.85	100.81	55.328	68.594	188.05	327.26	211.2	286.86	160.96	131.98	200.89
NXF2	0	0	0.24207	0.1178	0	0	0	0	0	3.1094	1.7672	0	0	0
NXF2B	0	0	0.24207	0.1178	0	0	0	0	0	3.1094	1.7672	0	0	0
NXF3	0	0	0.095091	0	0	1.0956	0	0	0	1.2215	0	0	9.9207	0
NXF4	0.22064	0	0.055576	0.44774	0	0	0	1.7374	0	0.71389	10.839	0	0	0
NXF5	0	0	0.056182	0.0036699	0	0	0	0	0	0.72168	0.088839	0	0	0
NXN	21.943	24.1	29.683	44.686	34.897	12.362	26.069	25.19	45.527	48.505	66.911	41.756	15.384	29.612
NXNL1	0.078383	0.19	0.21352	0.11754	0	0.13865	0.92293	0.61719	0.5374	2.4547	1.2422	0	0.92873	3.8702
NXNL2	16.602	2.0237	26.409	27.171	6.6893	6.5688	20.543	20.653	3.469	63.725	43.984	9.6542	9.9667	26.012
NXPE1	0	0	0	0.010896	0	0	0	0	0	0	0.26376	0	0	0
NXPE2	0	0	0.15236	0.21514	0	0	0.18743	0	0	1.9571	5.2079	0	0	1.0435
NXPE3	24.039	6.6288	16.514	17.293	16.929	4.8122	19.405	64.213	10.153	39.74	42.544	18.909	10.823	50.884
NXPE4	0.10322	0	0.1597	0.33036	0	0	0	0.81277	0	2.0514	4.042	0	0	0
NXPH1	0.50543	0	0	0.072458	0	0.15683	0	3.9797	0	0	1.5223	0	1.4201	0
NXPH2	0	0	1.9322	0.057698	0	0	0	0	0	24.819	0.99353	0	0	0
NXPH3	0	0	0.16194	0.14715	0	0	0	0	0	2.0802	2.4336	0	0	0
NXPH4	0	0	0	0.044952	0	0	0	0	0	0	0.67834	0	0	0
NXT1	62.678	175.96	53.868	61.377	39.532	50.17	181.31	185.76	188.8	208.06	187.63	113.86	118.85	408.22
NXT2	3.6357	7.0702	14.737	17.809	7.1903	4.1046	3.3195	28.628	19.998	95.948	94.065	23.848	20.453	18.482
NYAP1	0	0	0.12975	0.0059216	0	0	0	0	0	1.6667	0.12507	0	0	0
NYAP2	6.7401	1.7363	9.1621	9.6205	1.2509	2.85	7.4379	8.2724	2.8177	16.963	15.915	3.3855	2.8711	7.2337
NYNRIN	0	30.057	0.12431	0.13632	4.9256	2.7359	0	0	59.366	1.5967	1.9156	12.797	14.547	0
NYX	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OACYLP	0	0	0	0	0	0.78353	0	0	0	0	0	0	7.0952	0
OAF	1.5044	33.125	0	0.61832	7.6492	1.3389	0	8.9908	47.473	0	9.1718	20.417	7.9009	0
OARD1	37.443	10.168	30.216	47.081	14.366	21.334	59.019	178.08	21.306	123.72	201.97	33.601	80.692	197.9
OAS1	128.88	6.3924	121.35	75.534	0	218.09	8.2977	295.06	18.081	367.42	259.07	0	312.22	46.2
OAS2	145.66	37.435	93.768	150.05	17.187	83.213	43.459	262.37	81.209	185.66	296.37	33.344	159.48	126.98
OAS3	15.814	27.448	57.793	38.3	25.82	44.989	5.3008	53.119	39.816	183.97	119.7	37.989	113.03	23.955
OASL	6.8895	0	112.69	178.88	0	99.156	7.1348	52.952	0	327.13	396.39	0	212.95	25.833
OAT	45.231	258.38	33.572	50.193	76.513	56.244	16.209	174.34	225.75	180.25	181.06	125.42	120.65	68.06
OAZ1	1459.6	1197.8	1299.7	1261.5	683.64	2116.2	1040.9	1004	864.85	1073	1002.3	462.07	1042	873.68
OAZ2	30.036	119.62	58.102	63.964	143.55	109.74	48.138	104.16	134.14	194.05	193.07	217.19	152.06	153.06
OAZ3	0.27902	0	0.38794	0.2854	22.948	2.3125	0	2.197	0	3.2188	2.8181	70.94	14.1	0
OBFC1	13.96	6.4149	22.231	15.688	9.4327	3.2431	30.206	59.582	12.215	69.017	61.792	16.62	12.85	70.1
OBP2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBP2B	0	0	0	0.052934	0	0	0	0	0	0	1.2814	0	0	0
OBSCN	0.9972	0.18375	2.0478	1.7236	0.0081816	0.0025609	6.5272	5.9384	0.51973	11.389	10.761	0.027135	0.02319	26.151
OBSL1	3.1363	5.6961	0.24667	0.41685	28.948	2.944	0.038065	21.876	7.676	0.9171	1.528	51.275	19.587	0.21193
OC90	0	0	0	0.27849	0	0	0	0	0	0	5.7648	0	0	0
OCA2	0	0.06	0	0.0033196	0	0	0	0	0.16971	0	0.080359	0	0	0
OCEL1	7.9321	0.71249	27.01	28.772	21.215	21.185	17.577	62.458	2.0152	132.98	115.07	70.361	82.535	93.876
OCIAD1	98.398	55.649	77.225	74.972	54.406	46.79	65.068	163.7	60.265	184.3	173.35	42.973	83.595	158
OCIAD2	114.77	0	224.1	145.97	103.71	1.3311	110.11	246.12	0	334.92	387.49	162.64	12.054	374.3
OCLM	0	0	1.2114	15.66	0	0	0	0	0	10.448	112.19	0	0	0
OCLN	14.321	3.1213	10.572	14.921	11.256	4.715	19.297	23.768	5.108	14.363	20.6	17.893	6.7683	39.029
OCM	0	0	0	1.1137	0	0	4.5224	0	0	0	14.984	0	0	25.179
OCM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCRL	0	21.846	1.0598	0.052807	12.357	3.5729	0	0	53.134	13.192	0.9211	40.985	16.371	0
OCSTAMP	0	0	1.922	0.30672	0	0	0	0	0	24.688	7.3334	0	0	0
ODAM	0	0.44875	0	0.067357	0	0	0	0	1.2693	0	1.6306	0	0	0
ODC1	61.801	41.052	18.986	65.552	3.3138	3.9344	6.0943	165.63	77.204	94.11	201.63	9.1336	20.496	33.932
ODF1	1.8222	0	1.0635	0.0082759	0	0	0	14.348	0	13.661	0.20034	0	0	0
ODF2	22.696	52.63	16.649	26.863	0.47637	7.6631	12.791	76.664	102.37	81.317	108.26	1.5799	28.343	62.53
ODF2L	225.61	79.394	251.78	287.17	180.05	71.762	232.51	183.74	85.723	415.84	402.54	180.2	69.104	286.91
ODF3	0	0	0.2851	0.082176	0	0	0	0	0	3.6622	1.4113	0	0	0
ODF3B	22.822	20.139	16.808	5.8834	19.466	60.782	0	76.221	36.324	95.642	32.737	57.313	115.78	0
ODF3L1	0	14.33	0	0.076723	0	0	0	0	40.531	0	1.8573	0	0	0
ODF3L2	0	0	0.16957	0.014144	0	0	0	0	0	2.1782	0.2862	0	0	0
ODF4	0	0	0	0.37748	0	0	0	0	0	0	5.559	0	0	0
OFD1	34.145	3.2013	43.845	49.295	39.982	5.6923	56.007	68.358	9.0547	90.665	118.13	78.659	14.895	83.88
OGDH	52.001	25.28	148.93	97.104	54.552	43.455	64.799	115.96	33.975	257.57	154.29	93.069	74.08	124.89
OGDHL	0	0	0.94588	0.47622	0	0	0	0	0	9.767	7.8944	0	0	0
OGFOD1	14.47	28.937	44.597	46.36	19.861	32.381	32.751	19.536	38.525	113.8	115.41	25.15	142.31	100.4
OGFOD2	24.74	17.384	23.422	17.658	20.006	12.616	7.1127	90.125	24.472	89.675	76.042	66.354	50.545	39.602
OGFOD3	14.274	1.965	17.92	14.022	2.401	12.067	15.498	58.999	3.6347	63.636	37.878	5.9303	25.928	57.994
OGFR	6.1868	1.0887	11.386	6.6507	10.018	8.9773	0	28.088	3.0794	53.313	38.248	25.899	34.416	0
OGFRL1	0.13434	0.88375	1.1477	2.184	0	13.268	0.61679	1.0578	2.4996	13.326	29.393	0	56.666	3.4341
OGG1	61.345	8.4127	24.003	25.38	51.571	9.031	34.986	165.05	23.795	94.163	99.535	150.53	46.553	114.06
OGN	1.6015	178.13	1.0076	0.8525	0	2.625	4.5564	12.398	258.57	7.3789	7.6365	0	17.742	25.369
OGT	87.075	29.285	128.02	174.85	70.619	16.491	81.655	149.72	18.956	186.33	239.92	64.812	27.672	112.5
OIP5	3.0916	0	5.3678	3.3146	0	1.0388	0	24.343	0	57.679	26.661	0	9.4067	0
OIP5-AS1	18.742	2.3013	51.369	51.294	15.031	22.82	72.498	32.432	5.4289	121.99	119.45	29.476	48.641	160.39
OIT3	0	0	0.26516	0.056403	0	0	0	0	0	3.4061	0.76854	0	0	0
OLA1	12.028	9.0476	25.794	31.882	32.648	16.662	21.255	32.199	13.169	68.141	77.485	47.22	34.429	87.212
OLAH	3.624	5.2164	11.691	7.4723	2.7865	3.9617	8.1505	6.5061	9.3746	84.072	13.078	5.9642	6.6308	11.308
OLFM1	0	25.331	0.082246	0.6698	23.19	1.0232	0	0	51.38	1.0565	9.6466	44.579	8.8996	0
OLFM2	0	25.613	9.9347	4.6697	1.02	0.18585	0	0	55.34	57.614	35.983	3.3829	1.6829	0
OLFM3	0	0	0	0.23844	0	0	0	0	0	0	3.2772	0	0	0
OLFM4	0	0	0	0.27294	0	0	0	0	0	0	6.3181	0	0	0
OLFML1	0.52577	123.09	0.86227	0.6011	1.0419	2.0623	1.2113	1.419	104.37	3.7582	3.717	3.4557	9.4061	3.4902
OLFML2A	5.1873	22.804	6.7159	6.7351	14.893	3.0826	3.3394	5.3593	31.963	22.345	10.938	20.558	8.4639	3.888
OLFML2B	0	533.73	0.011697	0.30738	0	52.43	0	0	814.89	0.15025	6.9319	0	143.71	0
OLFML3	0	583.16	0	1.3746	0	15.667	0	0	219.87	0	17.183	0	54.124	0
OLIG1	0	0	0	0.41201	0	0.52008	0	0	0	0	9.7936	0	4.7096	0
OLIG2	0	0	0	0.10158	0	0	0	0	0	0	2.0436	0	0	0
OLIG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLR1	9.6547	0	0.3985	0.11638	0	151.1	0	51.683	0	2.8271	1.8977	0	258.12	0
OMA1	49.939	8.6049	22.205	44.491	0	14.066	38.991	167.16	12.38	115.32	204.67	0	54.096	140.84
OMD	3.3001	124.66	4.7282	2.8649	0	2.6445	8.1511	21.088	144.74	41.346	28.922	0	15.137	45.383
OMG	0	7.1648	2.1442	2.7744	0	0.037197	0	0	20.265	20.767	36.106	0	0.33684	0
OMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONECUT1	0.01758	0	1.1213	1.885	0	0	0.14097	0.13843	0	14.088	39.731	0	0	0.78489
ONECUT2	0	0	0.10485	1.068	0	0.028292	0	0	0	1.177	10.173	0	0.2562	0
ONECUT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OOEP	0	0	1.3509	0.1946	0	0	0	0	0	13.632	3.6599	0	0	0
OPA1	17.876	15.02	15.891	21.949	35.488	12.068	6.2284	52.861	26.488	54.226	67.716	39.415	31.616	17.388
OPA1-AS1	0	0	0	0.44144	0	0	0	0	0	0	5.2885	0	0	0
OPA3	17.199	11.889	32.294	30.406	17.589	16.266	30.556	15.447	12.683	52.929	44.17	16.3	33.879	36.434
OPALIN	0	0	0.43665	0.3711	0	0	0	0	0	3.2354	7.6424	0	0	0
OPCML	0	0	0	0.34669	0.87183	0	0	0	0	0	7.5163	2.8915	0	0
OPHN1	71.996	54.184	105.12	113.92	88.853	39.472	87.031	57.774	34.332	137.03	97.447	86.616	34.481	68.74
OPLAH	0.40918	0	0	0.98285	25.578	7.7419	0	3.2219	0	0	18.851	84.832	48.65	0
OPN1LW	0	0	0	0.0088569	0	0	0	0	0	0	0.2144	0	0	0
OPN1MW	0	0	0.89993	0.0061435	0	0	0	0	0	11.56	0.14872	0	0	0
OPN1MW2	0	0	0	0.0022696	0	0	0	0	0	0	0.05494	0	0	0
OPN1SW	0.08838	0	0	2.9142	0	0	0	0.6959	0	0	22.271	0	0	0
OPN3	9.1634	0	0.43485	2.4807	0	0.83388	0	64.376	0	3.8402	35.421	0	5.4569	0
OPN4	0	0	0.15152	0.049328	0	0	0	0	0	1.9463	0.73472	0	0	0
OPN5	0	0	0.087451	0.064113	0	0	0	0	0	0.95692	1.0865	0	0	0
OPRD1	0	0	0	0.30048	0	0	0	0	0	0	3.9413	0	0	0
OPRK1	0.52675	0.19125	1.0816	2.9196	0.92545	0.5423	0.7139	1.1028	0.4123	2.3272	21.663	1.5768	1.3468	2.2313
OPRL1	1.864	0	1.6356	0.90794	0	0.48244	0	14.678	0	19.38	18.828	0	4.3687	0
OPRM1	1.0664	0	5.7502	3.2485	0	0.68682	0.45193	3.8106	0	40.821	29.601	0	2.6051	2.5163
OPTC	0	0.265	0.09449	0.17077	0	0	0	0	0.74953	1.2137	3.8909	0	0	0
OPTN	13.124	146.67	129.93	109.38	110.81	9.5684	115.78	51.121	108.84	218.25	202.22	117.91	37.057	199.47
OR10A2	0	0	0	0.20057	0	0.10988	0	0	0	0	4.0508	0	0.99498	0
OR10A3	0	0	0.49426	0.42315	0	0	0	0	0	6.3489	6.4699	0	0	0
OR10A4	0	0	0	0.52422	0	0	0	0	0	0	7.1402	0	0	0
OR10A5	1.0947	0	0.64052	0.48339	0	0	0	8.6198	0	8.2276	10.971	0	0	0
OR10A6	0	0	0	0.083182	0	0	0	0	0	0	1.8362	0	0	0
OR10A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10AD1	0	0	0	0.48085	0	1.903	0	0	0	0	8.9564	0	17.232	0
OR10AG1	0	0	0	0.23954	0	0	0	0	0	0	5.3061	0	0	0
OR10C1	0	0	0	0.25429	0	0	0	0	0	0	4.6147	0	0	0
OR10G2	0	0	0	0.064	0	0	0	0	0	0	1.1599	0	0	0
OR10G3	0	0	0	0.017901	0	0.23135	0	0	0	0	0.43333	0	2.095	0
OR10G4	0	0	0	0.017952	0	0.083902	0	0	0	0	0.43457	0	0.75976	0
OR10G7	4.5948	0	2.5508	0.042714	0	0.00060975	0	36.179	0	31.752	1.034	0	0.0055216	0
OR10G8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10G9	0	0	0.34496	0	0	0.00060975	0	0	0	4.4311	0	0	0.0055216	0
OR10H1	0	0	0	3.6602	0	0	0	0	0	0	54.325	0	0	0
OR10H2	0	0	0	0.46293	0	0	0	0	0	0	8.3297	0	0	0
OR10H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10H4	0	0	0	0.070723	0	0	0	0	0	0	1.5548	0	0	0
OR10H5	0	0	0	0.27496	0	0	0	0	0	0	5.8974	0	0	0
OR10J1	0	0	0	0.048999	0	0	0	0	0	0	1.1068	0	0	0
OR10J3	0	0	6.9551	0.070201	0	0.13428	0	0	0	79.513	1.4201	0	1.2159	0
OR10J5	0	0	0.26255	0.024267	0	0	0	0	0	3.3725	0.58745	0	0	0
OR10K1	0	0	0	0.03276	0	0.037073	0	0	0	0	0.58774	0	0.33571	0
OR10K2	0	0	0	0.014608	0	0.9568	0	0	0	0	0.35362	0	8.6642	0
OR10P1	0	0	2.1433	0.68249	0	0.21597	0	0	0	27.532	11.409	0	1.9557	0
OR10Q1	0	0	0.45241	0.13579	0	0	0	0	0	4.7488	2.6575	0	0	0
OR10R2	0	0	0	0.32316	0	0	0	0	0	0	7.823	0	0	0
OR10S1	0	0	0.090487	0	0	0	0	0	0	1.1623	0	0	0	0
OR10T2	0	0	0	0.15859	0	0	0	0	0	0	3.8391	0	0	0
OR10V1	0	0	0	0.48315	0	0	0	0	0	0	10.895	0	0	0
OR10V2P	0	0	1.8339	1.0159	0	0	0	0	0	16.975	21.168	0	0	0
OR10W1	0	0	0	0	0	0	8.6803	0	0	0	0	0	0	48.33
OR10X1	0	0	0.045878	0	0	0	0	0	0	0.58932	0	0	0	0
OR10Z1	0	0	0	0.0157	0	0	0	0	0	0	0.38006	0	0	0
OR11A1	5.1465	0.65624	7.7	7.3451	0.099999	2.6982	4.6878	7.1349	0.9513	18.937	15.54	0.33166	3.9536	8.2562
OR11G2	0	0	0	0.37583	0	0	0	0	0	0	8.2055	0	0	0
OR11H1	0.1821	0	0.59976	0.65298	0	0.22891	0	1.4338	0	6.7705	8.2904	0	2.0729	0
OR11H12	0.1821	0	0.52176	0.20945	0	0.22891	0	1.4338	0	6.7021	4.0103	0	2.0729	0
OR11H2	0	0	0.26898	1.1336	0	0	0	0	0	3.4551	10.976	0	0	0
OR11H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11H6	0	0	0	0.014409	0	0	0	0	0	0	0.27146	0	0	0
OR11L1	0	0	0	0.05005	0	0	0	0	0	0	1.2116	0	0	0
OR12D2	0	0	0	0.24196	0	1.1141	0.47387	0	0	0	5.4157	0	10.089	2.6384
OR12D3	0	0	0	0.1402	0	0	0	0	0	0	3.3939	0	0	0
OR13A1	0	0	0	0.31306	0	0	0	0	0	0	6.17	0	0	0
OR13C2	0	0	0	0.044877	0	0	0	0	0	0	0.80953	0	0	0
OR13C3	0	0	0	0.41996	0	0	0	0	0	0	10.038	0	0	0
OR13C4	0	0	0.032364	1.4916	0	0	0	0	0	0.41572	21.551	0	0	0
OR13C5	0	0	0	0.44491	0	0	0	0	0	0	9.2794	0	0	0
OR13C8	0	0	0	0.024687	0	0	0	0	0	0	0.59761	0	0	0
OR13C9	0	0	0.29256	0.4526	0	0	0	0	0	3.758	10.956	0	0	0
OR13D1	0	0	0	1.2057	0	0	0	0	0	0	25.855	0	0	0
OR13F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13H1	0	0	0	0.11138	0	0.43148	0	0	0	0	2.6963	0	3.9072	0
OR13J1	0	0	1.5924	0	0	0	0	0	0	20.455	0	0	0	0
OR14A16	0	0	0	0.70081	0	0	0	0	0	0	15.538	0	0	0
OR14C36	5.0367	0	6.5091	0.56712	0	0	0	39.659	0	79.844	13.729	0	0	0
OR14I1	0	0	0	1.2981	0	0	0	0	0	0	28.869	0	0	0
OR14J1	0	0	0	0.0084497	0	0	0	0	0	0	0.20455	0	0	0
OR1A1	0	0	0.60337	0.74055	0	0	0	0	0	7.7505	16.298	0	0	0
OR1A2	0	0	0.16115	0	0	0	0	0	0	2.0699	0	0	0	0
OR1B1	0	0	1.7236	0	0	0	0	0	0	16.588	0	0	0	0
OR1C1	1.2631	0	0	0.25039	0	0.0065849	0	9.9453	0	0	6.0612	0	0.059629	0
OR1D2	0	0	0	0.01714	0	0	0	0	0	0	0.33799	0	0	0
OR1D4	0	0	0	0.78659	0	0	0	0	0	0	13.741	0	0	0
OR1D5	0	0	0	0.9564	0	5.8844	0	0	0	0	12.128	0	53.286	0
OR1E1	0	0	0.49426	0.023828	0	0	0	0	0	6.3489	0.43935	0	0	0
OR1E2	0	0	0.062605	0.23913	0	0	0	0	0	0.80418	5.0625	0	0	0
OR1F1	0	0	0	0.23277	0	0	0	0	0	0	4.5066	0	0	0
OR1F2P	0	0	0.37819	0.97802	0	0	0	0	0	4.8579	23.675	0	0	0
OR1G1	0.64337	0	0	0.17356	0	0	0	5.0659	0	0	4.2014	0	0	0
OR1I1	0	0	0.0087815	0.0051781	0	0	0	0	0	0.1128	0.12535	0	0	0
OR1J1	0.045323	0	0.090725	0.90281	0	0.29293	0	0.35687	0	1.1475	15.824	0	2.4956	0
OR1J2	0	0	0.49631	0.75284	0	0	0	0	0	6.3752	13.954	0	0	0
OR1J4	0	0	0	0.25143	0	0	0	0	0	0	3.8014	0	0	0
OR1K1	0.22934	20.036	1.8654	0	0	0	0	1.8059	56.67	23.962	0	0	0	0
OR1L1	0	0	0.43867	0.056758	0	0.67752	0	0	0	5.6349	0.92704	0	6.1352	0
OR1L3	0	0	0	0.84464	0	0	0	0	0	0	20.447	0	0	0
OR1L4	0	0	0.39844	0.62833	0	0	0	0	0	5.1181	10.51	0	0	0
OR1L6	0	0	0	1.0179	0	0	0	0	0	0	18.213	0	0	0
OR1L8	0	0	0	0	0	1.9011	0	0	0	0	0	0	17.215	0
OR1M1	0	0	0.05297	0.28228	0	0	0	0	0	0.68041	3.6373	0	0	0
OR1N1	0	0	0	0.33168	0	0.08695	0	0	0	0	5.9975	0	0.78736	0
OR1N2	0	0	1.1248	0.14982	0	0	0	0	0	14.449	2.9343	0	0	0
OR1Q1	0	0	0	0.12526	0	0	0	0	0	0	2.2177	0	0	0
OR1S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1S2	0	0	0	0.22936	0	0	0	0	0	0	4.9151	0	0	0
OR2A1	0	0	1.3508	0.23896	0	0.16938	0	0	0	12.907	3.0642	0	1.5338	0
